id_rumah_sakit,nama_rumah_sakit,provinsi,kota_kabupaten,kelas_rumah_sakit,kepemilikan,jumlah_tempat_tidur,jumlah_jenis_layanan,jumlah_tenaga_kerja,tingkat_keterisian_tempat_tidur_persen,rata_rata_lama_rawat_hari,kunjungan_pasien_per_bulan,status_implementasi_rme,status_terhubung_satusehat,skor_kematangan_digital,kunjungan_telemedicine_per_bulan,jumlah_perangkat_iot,jumlah_staf_it,anggaran_it_tahunan_juta_rupiah,rata_rata_waktu_respons_rujukan_menit,kunjungan_telemedicine_per_bulan_missing,jumlah_staf_it_missing,anggaran_it_tahunan_juta_rupiah_missing,rme_bin,satusehat_bin,anggaran_it_per_bed,staf_it_per_100_bed,iot_per_100_bed,telemedicine_rate_per_1000,pasien_per_tenaga_kerja,layanan_per_100_bed,maturity_per_10,log_tempat_tidur,log_jenis_layanan,log_tenaga_kerja,log_kunjungan_pasien,bor_pressure,rata_rata_waktu_respons_rujukan_menit_scoring,rata_rata_lama_rawat_hari_scoring,bor_pressure_scoring,pasien_per_tenaga_kerja_scoring,expected_digital_maturity_oof,digital_conversion_gap,digital_conversion_gap_peer_z,anggaran_it_per_bed_pct,staf_it_per_100_bed_pct,iot_per_100_bed_pct,investment_intensity_score,conversion_underperformance_flag,conversion_watch_flag,investment_conversion_segment,investment_underperformance_score,maturity_tertile,maturity_peer_pct,digital_deficit_score,referral_burden,bor_burden,los_burden,workload_burden,operational_burden_score,double_inefficiency,cause_score_it_capability,cause_score_infrastructure,cause_score_adoption,cause_score_investment_conversion,cause_score_capacity,cause_score_integration,root_cause_primary,root_cause_secondary,root_cause_multilabel,root_cause_strength,root_cause_confidence_gap,intervention_priority_score,priority_rank,intervention_tier,peer_median_skor_kematangan_digital,gap_vs_peer_skor_kematangan_digital,peer_median_rata_rata_waktu_respons_rujukan_menit,gap_vs_peer_rata_rata_waktu_respons_rujukan_menit,peer_median_anggaran_it_per_bed,gap_vs_peer_anggaran_it_per_bed,peer_median_staf_it_per_100_bed,gap_vs_peer_staf_it_per_100_bed,peer_median_iot_per_100_bed,gap_vs_peer_iot_per_100_bed,peer_median_telemedicine_rate_per_1000,gap_vs_peer_telemedicine_rate_per_1000,peer_median_pasien_per_tenaga_kerja,gap_vs_peer_pasien_per_tenaga_kerja,recommended_intervention
RS0062,RSUD Graha Sehat 3,Sumatera Barat,Kab. Sumberjaya,D,Pemerintah Daerah,69,11,187,84.7,1.5,970,Ya,Tidak,67.4,179.0,34,6.0,135.9,42.6,0,0,0,1,0,1.9695652173913045,8.695652173913043,49.275362318840585,184.53608247422682,5.18716577540107,15.942028985507244,6.74,4.248495242049359,2.4849066497880004,5.236441962829949,6.878326468291325,0.0,42.6,1.5,0.0,5.18716577540107,64.58711580053932,2.812884199460683,0.3031974600139287,0.8731884057971014,0.9112318840579711,0.8079710144927537,0.8641304347826088,False,False,Investor Digital Efektif,0.0,Tinggi,0.7972972972972973,0.20270270270270274,0.4594594594594595,0.32432432432432434,0.02027027027027027,0.6486486486486487,0.36317567567567566,False,0.29054054054054057,0.41891891891891897,0.41891891891891897,0.0,0.4864864864864865,0.5,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5,0.013513513513513487,0.234375,253,Tier 3 — Monitoring,49.9,17.500000000000007,44.150000000000006,-1.5500000000000043,1.7242424242424241,0.2453227931488804,6.454960564549605,2.240691609363438,45.53521126760563,3.740151051234953,162.544061302682,21.99202117154482,4.589485348436346,0.5976804269647236,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0063,RSUD Sentosa Medika 4,Sumatera Barat,Kab. Sukajadi,D,Pemerintah Daerah,90,9,171,38.8,5.0,1068,Ya,Ya,45.3,115.0,27,2.0,102.8,5.0,0,0,0,1,1,1.1422222222222222,2.2222222222222223,30.0,107.67790262172285,6.245614035087719,10.0,4.529999999999999,4.51085950651685,2.302585092994046,5.147494476813453,6.974478911025045,21.200000000000003,5.0,5.0,21.200000000000003,6.245614035087719,47.315257600762685,-2.0152576007626877,-0.05726490853287299,0.5797101449275363,0.3423913043478261,0.5869565217391305,0.5030193236714976,False,True,Pemantauan Konversi Investasi,0.5405405405405406,Rendah,0.3918918918918919,0.6081081081081081,0.02027027027027027,1.0,0.7837837837837838,0.7972972972972973,0.6503378378378378,False,0.8243243243243243,0.6621621621621622,0.6891891891891893,0.5405405405405406,0.8986486486486487,0.0,Tekanan Kapasitas,Kesenjangan Kapabilitas IT,Tekanan Kapasitas; Kesenjangan Kapabilitas IT; Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.8986486486486487,0.07432432432432434,0.613597972972973,72,Tier 3 — Monitoring,49.9,-4.600000000000001,44.150000000000006,-39.150000000000006,1.7242424242424241,-0.5820202020202019,6.454960564549605,-4.232738342327383,45.53521126760563,-15.535211267605632,162.544061302682,-54.866158680959145,4.589485348436346,1.656128686651373,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
RS0064,RS Citra Medika 5,Sumatera Barat,Kab. Girisari,C,Pemerintah Pusat,109,12,322,67.7,2.2,1222,Ya,Ya,68.8,115.0,49,4.0,129.9,46.8,0,0,0,1,1,1.191743119266055,3.669724770642202,44.95412844036697,94.10801963993454,3.7950310559006213,11.009174311926607,6.88,4.700480365792417,2.5649493574615367,5.777652323222656,7.109062135687172,0.0,46.8,2.2,0.0,3.7950310559006213,63.551531993224685,5.248468006775312,0.42630236241206926,0.6014492753623188,0.5579710144927537,0.7572463768115942,0.638888888888889,False,False,Investor Digital Efektif,0.0,Tinggi,0.7787610619469026,0.22123893805309736,0.5663716814159292,0.336283185840708,0.04424778761061947,0.46017699115044247,0.35176991150442477,False,0.49557522123893805,0.23008849557522126,0.5309734513274336,0.0,0.39823008849557523,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5309734513274336,0.03539823008849552,0.2357300884955752,252,Tier 3 — Monitoring,56.6,12.199999999999996,45.4,1.3999999999999986,1.130392156862745,0.06135096240330995,3.669724770642202,0.0,30.23255813953488,14.721570300832092,103.77890580936267,-9.67088616942813,4.055555555555555,-0.26052449965493407,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0065,RSUD Medika Utama 6,Sumatera Barat,Kota Sumberjaya,B,Pemerintah Daerah,116,20,593,74.1,3.5,2386,Tidak,Tidak,70.9,134.0,56,4.0,158.4,46.7,0,0,0,0,0,1.3655172413793104,3.4482758620689653,48.275862068965516,56.16093880972338,4.023608768971332,17.24137931034483,7.090000000000001,4.762173934797756,3.044522437723423,6.386879319362645,7.77779262633883,0.0,46.7,3.5,0.0,4.023608768971332,71.55518698064347,-0.6551869806434638,-0.07039689019204406,0.7137681159420289,0.5289855072463768,0.7934782608695652,0.6787439613526569,False,True,Pemantauan Konversi Investasi,0.547945205479452,Tinggi,0.6301369863013698,0.36986301369863017,0.410958904109589,0.3013698630136986,0.2945205479452055,0.4520547945205479,0.3647260273972603,False,0.1917808219178082,0.013698630136986356,0.547945205479452,0.547945205479452,0.37671232876712324,1.0,Kesenjangan Integrasi,,Kesenjangan Integrasi,1.0,0.452054794520548,0.4031678082191781,166,Tier 3 — Monitoring,68.4,2.5,49.75,-3.049999999999997,0.6383647798742138,0.7271524615050966,2.1505376344086025,1.2977382276603628,17.61006289308176,30.665799175883755,59.104737070838766,-2.943798261115383,4.327956989247312,-0.30434822027597974,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
RS0066,RSUD Citra Medika 1,Riau,Kota Sukajadi,C,Pemerintah Daerah,136,11,390,80.1,3.7,1189,Ya,Ya,81.0,259.0,40,8.0,122.4,63.2,0,0,0,1,1,0.9,5.88235294117647,29.411764705882355,217.8301093355761,3.0487179487179485,8.088235294117647,8.1,4.919980925828125,2.4849066497880004,5.968707559985366,7.0817085861055755,0.0,63.2,3.7,0.0,3.0487179487179485,61.35385452549543,19.64614547450457,1.6545514662901852,0.4492753623188406,0.7807971014492754,0.5833333333333334,0.6044685990338164,False,False,Investor Digital Efektif,0.0,Tinggi,0.9557522123893806,0.04424778761061943,0.8230088495575221,0.336283185840708,0.336283185840708,0.23008849557522124,0.4314159292035398,False,0.17256637168141598,0.504424778761062,0.07079646017699115,0.0,0.2831858407079646,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.504424778761062,0.22123893805309736,0.20962389380530974,261,Tier 3 — Monitoring,56.6,24.4,45.4,17.800000000000004,1.130392156862745,-0.23039215686274506,3.669724770642202,2.212628170534268,30.23255813953488,-0.8207934336525256,103.77890580936267,114.05120352621344,4.055555555555555,-1.0068376068376068,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0067,RS Sejahtera 2,Riau,Kota Muarabaru,D,Swasta,66,11,187,43.5,4.3,492,Ya,Ya,54.4,216.0,16,3.0,113.8,52.7,0,0,0,1,1,1.7242424242424241,4.545454545454546,24.242424242424242,439.0243902439024,2.6310160427807485,16.666666666666664,5.4399999999999995,4.204692619390966,2.4849066497880004,5.236441962829949,6.20050917404269,16.5,52.7,4.3,16.5,2.6310160427807485,53.01874657246204,1.3812534275379562,0.19631389273595906,0.8278985507246377,0.6594202898550725,0.4891304347826087,0.658816425120773,False,False,Investor Digital Efektif,0.0,Menengah,0.5540540540540541,0.44594594594594594,0.6824324324324325,0.9662162162162162,0.5945945945945946,0.14189189189189189,0.5962837837837838,False,0.6756756756756757,0.7364864864864865,0.04729729729729726,0.0,0.5540540540540541,0.0,Tidak ada bottleneck dominan,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT,0.7364864864864865,0.060810810810810856,0.42440878378378377,155,Tier 3 — Monitoring,49.9,4.5,44.150000000000006,8.549999999999997,1.7242424242424241,0.0,6.454960564549605,-1.9095060190950592,45.53521126760563,-21.29278702518139,162.544061302682,276.4803289412204,4.589485348436346,-1.9584693056555977,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0068,RS Sejahtera 3,Riau,Kota Tanjungsari,C,TNI/POLRI,133,11,396,77.7,4.5,1694,Ya,Tidak,65.2,254.0,19,4.0,122.9,52.4,0,0,0,1,0,0.9240601503759399,3.007518796992481,14.285714285714285,149.94096812278633,4.277777777777778,8.270676691729323,6.5200000000000005,4.897839799950911,2.4849066497880004,5.983936280687191,7.43543801981455,0.0,52.4,4.5,0.0,4.277777777777778,51.47324207802717,13.726757921972833,1.1495754051719713,0.463768115942029,0.4601449275362319,0.2536231884057971,0.392512077294686,False,False,Pemimpin Efisien Sumber Daya,0.0,Menengah,0.6858407079646017,0.3141592920353983,0.6637168141592921,0.336283185840708,0.5398230088495575,0.5752212389380531,0.5287610619469026,False,0.6106194690265487,0.8495575221238938,0.19469026548672563,0.0,0.4557522123893806,0.5,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.8495575221238938,0.23893805309734506,0.3478982300884956,185,Tier 3 — Monitoring,56.6,8.600000000000001,45.4,7.0,1.130392156862745,-0.20633200648680516,3.669724770642202,-0.662205973649721,30.23255813953488,-15.946843853820596,103.77890580936267,46.16206231342366,4.055555555555555,0.22222222222222232,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
RS0069,RS Husada Mulia 4,Riau,Kota Sukajadi,D,Swasta,80,11,198,55.2,5.3,952,Tidak,Tidak,61.9,134.0,41,7.0,136.0,58.2,0,0,0,0,0,1.7,8.75,51.24999999999999,140.7563025210084,4.808080808080808,13.750000000000002,6.1899999999999995,4.394449154672439,2.4849066497880004,5.293304824724492,6.859614903654202,4.799999999999997,58.2,5.3,4.799999999999997,4.808080808080808,62.71617679891342,-0.8161767989134248,0.032256800604498856,0.8188405797101449,0.9166666666666666,0.822463768115942,0.8526570048309178,False,True,Pemantauan Konversi Investasi,0.472972972972973,Menengah,0.7027027027027027,0.29729729729729726,0.8108108108108109,0.7837837837837838,0.831081081081081,0.5675675675675675,0.7483108108108109,False,0.2702702702702703,0.4054054054054054,0.5675675675675675,0.472972972972973,0.6756756756756757,1.0,Kesenjangan Integrasi,Tekanan Kapasitas,Kesenjangan Integrasi; Tekanan Kapasitas,1.0,0.32432432432432434,0.5353885135135136,107,Tier 3 — Monitoring,49.9,12.0,44.150000000000006,14.049999999999997,1.7242424242424241,-0.024242424242424176,6.454960564549605,2.295039435450395,45.53521126760563,5.714788732394361,162.544061302682,-21.787758781673602,4.589485348436346,0.2185954596444617,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
RS0070,RSUD Husada Mulia 5,Riau,Kota Cempaka,D,Pemerintah Daerah,63,8,148,66.0,4.6,1190,Ya,Ya,14.5,0.0,10,0.0,82.1,53.8,0,0,0,1,1,1.303174603174603,0.0,15.873015873015872,0.0,8.04054054054054,12.698412698412698,1.45,4.1588830833596715,2.1972245773362196,5.003946305945459,7.0825485693553,0.0,53.8,4.6,0.0,8.04054054054054,37.265085065048176,-22.765085065048176,-1.6064182400211462,0.677536231884058,0.025362318840579712,0.286231884057971,0.3297101449275362,False,False,Keterbatasan Sumber Daya,0.9054054054054054,Rendah,0.04054054054054054,0.9594594594594594,0.7162162162162162,0.32432432432432434,0.6959459459459459,0.9324324324324325,0.6672297297297297,False,0.9527027027027027,0.8918918918918919,0.9189189189189189,0.9054054054054054,0.6283783783783784,0.0,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT; Kesenjangan Adopsi; Gap Konversi Investasi — indikator relatif; Kesenjangan Infrastruktur,0.9527027027027027,0.03378378378378388,0.8171452702702703,11,Tier 2 — Early Warning,49.9,-35.4,44.150000000000006,9.649999999999991,1.7242424242424241,-0.42106782106782115,6.454960564549605,-6.454960564549605,45.53521126760563,-29.66219539458976,162.544061302682,-162.544061302682,4.589485348436346,3.451055192104194,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
RS0071,RSUD Bunda Kasih 6,Riau,Kota Muarabaru,C,Pemerintah Daerah,108,15,308,68.6,2.5,1011,Ya,Ya,85.6,265.0,68,7.0,198.8,5.0,0,0,0,1,1,1.8407407407407408,6.481481481481481,62.96296296296296,262.11671612265087,3.2824675324675323,13.88888888888889,8.559999999999999,4.6913478822291435,2.772588722239781,5.733341276897746,6.919683849847411,0.0,5.0,2.5,0.0,3.2824675324675323,73.22185394853544,12.378146051464554,1.0345268964702115,0.855072463768116,0.8188405797101449,0.8985507246376812,0.8574879227053139,False,False,Investor Digital Efektif,0.0,Tinggi,0.9823008849557522,0.017699115044247815,0.035398230088495575,0.336283185840708,0.09292035398230089,0.2920353982300885,0.18915929203539825,False,0.10619469026548678,0.06194690265486724,0.03539823008849563,0.0,0.3141592920353983,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.3141592920353983,0.2079646017699115,0.09131637168141594,276,Tier 3 — Monitoring,56.6,28.999999999999993,45.4,-40.4,1.130392156862745,0.7103485838779957,3.669724770642202,2.811756710839279,30.23255813953488,32.73040482342808,103.77890580936267,158.3378103132882,4.055555555555555,-0.773088023088023,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0072,RSUD Sejahtera 7,Riau,Kab. Tanjungsari,B,Pemerintah Daerah,209,24,772,80.3,2.4,2171,Ya,Ya,48.5,115.0,42,5.0,87.1,35.7,0,0,0,1,1,0.4167464114832536,2.3923444976076556,20.095693779904305,52.97098111469369,2.812176165803109,11.483253588516746,4.85,5.3471075307174685,3.2188758248682006,6.650279048587422,7.683403681053826,0.0,35.7,2.4,0.0,2.812176165803109,54.60234987419143,-6.102349874191432,-0.5371847859574891,0.13043478260869565,0.3804347826086957,0.38405797101449274,0.29830917874396135,False,False,Keterbatasan Sumber Daya,0.7123287671232876,Rendah,0.2054794520547945,0.7945205479452055,0.3150684931506849,0.3013698630136986,0.0684931506849315,0.1780821917808219,0.21575342465753428,False,0.410958904109589,0.3972602739726028,0.589041095890411,0.7123287671232876,0.23972602739726026,0.0,Tidak ada bottleneck dominan,,Gap Konversi Investasi — indikator relatif,0.7123287671232876,0.12328767123287665,0.5176369863013699,117,Tier 3 — Monitoring,68.4,-19.900000000000006,49.75,-14.049999999999997,0.6383647798742138,-0.22161836839096022,2.1505376344086025,0.2418068631990531,17.61006289308176,2.4856308868225447,59.104737070838766,-6.133755956145073,4.327956989247312,-1.515780823444203,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0073,RS Sejahtera 8,Riau,Kota Bukitraya,B,Swasta,159,19,505,67.4,6.8,1756,Ya,Ya,74.5,180.0,28,6.0,101.5,49.9,0,0,0,1,1,0.6383647798742138,3.7735849056603774,17.61006289308176,102.50569476082003,3.477227722772277,11.949685534591195,7.45,5.075173815233827,2.995732273553991,6.226536669287466,7.471363088187097,0.0,49.9,6.8,0.0,3.477227722772277,62.079343813286116,12.420656186713884,1.0501213386054327,0.2717391304347826,0.572463768115942,0.31521739130434784,0.3864734299516908,False,False,Pemimpin Efisien Sumber Daya,0.0,Tinggi,0.6712328767123288,0.3287671232876712,0.5342465753424658,0.3013698630136986,0.9452054794520548,0.2876712328767123,0.5171232876712328,False,0.12328767123287676,0.4931506849315068,0.15068493150684936,0.0,0.29452054794520544,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.4931506849315068,0.1986301369863014,0.3477739726027397,186,Tier 3 — Monitoring,68.4,6.099999999999994,49.75,0.14999999999999858,0.6383647798742138,0.0,2.1505376344086025,1.623047271251775,17.61006289308176,0.0,59.104737070838766,43.40095768998127,4.327956989247312,-0.8507292664750348,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0074,RSUD Graha Sehat 1,Kepulauan Riau,Kab. Sumberjaya,C,Pemerintah Daerah,98,11,303,76.6,4.9,1464,Ya,Tidak,42.8,131.0,34,3.0,43.6,26.7,0,0,0,1,0,0.4448979591836735,3.061224489795918,34.69387755102041,89.48087431693989,4.8316831683168315,11.224489795918368,4.279999999999999,4.59511985013459,2.4849066497880004,5.717027701406222,7.289610521451167,0.0,26.7,4.9,0.0,4.8316831683168315,38.10109418571625,4.698905814283748,0.37941985153724317,0.16666666666666666,0.4673913043478261,0.6630434782608695,0.4323671497584541,False,False,Pemimpin Efisien Sumber Daya,0.0,Rendah,0.21238938053097345,0.7876106194690266,0.20353982300884957,0.336283185840708,0.672566371681416,0.6991150442477876,0.4778761061946903,False,0.6017699115044248,0.38053097345132747,0.5663716814159292,0.0,0.5176991150442478,0.5,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6017699115044248,0.03539823008849563,0.4907079646017699,132,Tier 3 — Monitoring,56.6,-13.800000000000004,45.4,-18.7,1.130392156862745,-0.6854941976790716,3.669724770642202,-0.6085002808462838,30.23255813953488,4.461319411485526,103.77890580936267,-14.29803149242278,4.055555555555555,0.7761276127612762,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0075,RSUD Graha Sehat 2,Kepulauan Riau,Kota Mekarsari,B,Pemerintah Daerah,127,19,916,46.1,3.3,1894,Ya,Ya,76.1,200.0,32,7.0,166.8,10.9,0,0,0,1,1,1.3133858267716536,5.511811023622047,25.196850393700785,105.59662090813093,2.067685589519651,14.960629921259844,7.609999999999999,4.852030263919617,2.995732273553991,6.821107472256465,7.546974117516527,13.899999999999999,10.9,3.3,13.899999999999999,2.067685589519651,68.1226761091234,7.97732389087659,0.6693554659679083,0.6811594202898551,0.7427536231884058,0.5072463768115942,0.643719806763285,False,False,Investor Digital Efektif,0.0,Tinggi,0.6986301369863014,0.3013698630136986,0.0547945205479452,0.958904109589041,0.23972602739726026,0.0547945205479452,0.327054794520548,False,0.04109589041095896,0.23287671232876717,0.136986301369863,0.0,0.5068493150684932,0.0,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5068493150684932,0.273972602739726,0.2526541095890411,245,Tier 3 — Monitoring,68.4,7.699999999999989,49.75,-38.85,0.6383647798742138,0.6750210468974398,2.1505376344086025,3.3612733892134448,17.61006289308176,7.586787500619025,59.104737070838766,46.491883837292164,4.327956989247312,-2.260271399727661,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0076,RSUD Medika Utama 3,Kepulauan Riau,Kota Bukitraya,C,Pemerintah Daerah,144,16,272,,4.6,1258,Ya,Ya,48.2,69.0,27,1.0,107.4,22.9,0,0,0,1,1,0.7458333333333333,0.6944444444444444,18.75,54.848966613672495,4.625,11.11111111111111,4.82,4.976733742420574,2.833213344056216,5.60947179518496,7.138073034044347,,22.9,4.6,0.0,4.625,50.448890227270745,-2.248890227270742,-0.21328854056935612,0.391304347826087,0.09057971014492754,0.35507246376811596,0.27898550724637683,False,False,Keterbatasan Sumber Daya,0.5663716814159292,Rendah,0.2920353982300885,0.7079646017699115,0.1592920353982301,0.336283185840708,0.5752212389380531,0.672566371681416,0.43584070796460184,False,0.9292035398230089,0.7433628318584071,0.7876106194690266,0.5663716814159292,0.504424778761062,0.0,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT; Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.9292035398230089,0.1415929203539823,0.5571902654867257,95,Tier 3 — Monitoring,56.6,-8.399999999999999,45.4,-22.5,1.130392156862745,-0.38455882352941173,3.669724770642202,-2.9752803261977574,30.23255813953488,-11.48255813953488,103.77890580936267,-48.929939195690174,4.055555555555555,0.5694444444444446,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
RS0077,RS Cahaya Medika 4,Kepulauan Riau,Kab. Sidomulyo,A,Swasta,434,34,933,65.6,3.3,7285,Ya,Ya,64.6,168.0,23,2.0,101.0,48.8,0,0,0,1,1,0.23271889400921658,0.4608294930875576,5.299539170506913,23.06108442004118,7.808145766345123,7.834101382488479,6.459999999999999,6.075346031088684,3.5553480614894135,6.839476438228843,8.89370997756851,0.0,48.8,3.3,0.0,7.808145766345123,54.10644283137888,10.493557168621116,0.5552404056401642,0.043478260869565216,0.06521739130434782,0.07971014492753623,0.06280193236714976,False,False,Pemimpin Efisien Sumber Daya,0.0,Menengah,0.5625,0.4375,0.6875,0.3125,0.4375,1.0,0.609375,False,0.875,0.5625,0.5625,0.0,0.65625,0.0,Kesenjangan Kapabilitas IT,Tekanan Kapasitas,Kesenjangan Kapabilitas IT; Tekanan Kapasitas,0.875,0.21875,0.42734375,154,Tier 3 — Monitoring,61.9,2.6999999999999957,42.95,5.849999999999994,0.3014508928571429,-0.0687319988479263,0.9987904784468247,-0.5379609853592671,6.962778899415023,-1.6632397289081098,25.01882480076963,-1.957740380728449,5.116085189855681,2.6920605764894416,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
RS0078,RSUD Bunda Kasih 5,Kepulauan Riau,Kota Girisari,D,Pemerintah Daerah,59,5,172,69.1,3.3,1040,Ya,Ya,46.3,137.0,38,3.0,102.2,13.3,0,0,0,1,1,1.7322033898305085,5.084745762711865,64.40677966101694,131.73076923076923,6.046511627906977,8.47457627118644,4.63,4.0943445622221,1.791759469228055,5.153291594497779,6.947937068614969,0.0,13.3,3.3,0.0,6.046511627906977,55.62568299137981,-9.325682991379814,-0.6030511261755724,0.8333333333333334,0.7010869565217391,0.9166666666666666,0.8170289855072465,False,True,Pemantauan Konversi Investasi,0.6891891891891893,Rendah,0.42567567567567566,0.5743243243243243,0.0945945945945946,0.32432432432432434,0.2972972972972973,0.7432432432432432,0.36486486486486486,False,0.6216216216216216,0.2432432432432432,0.6486486486486487,0.6891891891891893,0.5337837837837838,0.0,Tidak ada bottleneck dominan,,Gap Konversi Investasi — indikator relatif,0.6891891891891893,0.04054054054054057,0.5030405405405406,122,Tier 3 — Monitoring,49.9,-3.6000000000000014,44.150000000000006,-30.850000000000005,1.7242424242424241,0.007960965588084346,6.454960564549605,-1.37021480183774,45.53521126760563,18.87156839341131,162.544061302682,-30.81329207191277,4.589485348436346,1.4570262794706306,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0079,RSUD Sejahtera 6,Kepulauan Riau,Kab. Cempaka,C,Pemerintah Daerah,121,13,442,72.0,5.6,1941,Ya,Ya,71.6,141.0,27,6.0,148.4,40.1,0,0,0,1,1,1.2264462809917356,4.958677685950414,22.31404958677686,72.64296754250387,4.391402714932127,10.743801652892563,7.159999999999999,4.804021044733257,2.639057329615259,6.093569770045136,7.571473648851271,0.0,40.1,5.6,0.0,4.391402714932127,63.555189385857766,8.044810614142229,0.6648550949158278,0.6231884057971014,0.6956521739130435,0.4311594202898551,0.5833333333333334,False,False,Investor Digital Efektif,0.0,Tinggi,0.8097345132743363,0.19026548672566368,0.3893805309734513,0.336283185840708,0.8716814159292036,0.5929203539823009,0.5475663716814159,False,0.2831858407079646,0.6194690265486726,0.6902654867256637,0.0,0.4646017699115045,0.0,Tidak ada bottleneck dominan,,Kesenjangan Adopsi,0.6902654867256637,0.07079646017699104,0.31299778761061947,208,Tier 3 — Monitoring,56.6,14.999999999999993,45.4,-5.299999999999997,1.130392156862745,0.0960541241289905,3.669724770642202,1.2889529153082115,30.23255813953488,-7.91850855275802,103.77890580936267,-31.1359382668588,4.055555555555555,0.3358471593765717,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
RS0080,RS Graha Sehat 7,Kepulauan Riau,Kota Sukamaju,C,Swasta,47,13,195,46.1,4.7,809,Ya,Ya,56.6,161.0,29,4.0,115.9,47.8,0,0,0,1,1,2.4659574468085106,8.51063829787234,61.702127659574465,199.01112484548824,4.148717948717949,27.659574468085108,5.66,3.8712010109078907,2.639057329615259,5.278114659230518,6.697034247666484,13.899999999999999,47.8,4.7,13.899999999999999,4.148717948717949,59.64981344922562,-3.049813449225617,-0.2816143682485894,0.9347826086956522,0.9057971014492754,0.894927536231884,0.9118357487922705,False,True,Pemantauan Konversi Investasi,0.6017699115044248,Menengah,0.5088495575221239,0.4911504424778761,0.5929203539823009,0.9469026548672567,0.6017699115044248,0.5309734513274337,0.668141592920354,False,0.026548672566371723,0.07079646017699115,0.07964601769911506,0.6017699115044248,0.7389380530973452,0.0,Tidak ada bottleneck dominan,,Tekanan Kapasitas,0.7389380530973452,0.13716814159292035,0.5929203539823009,81,Tier 3 — Monitoring,56.6,0.0,45.4,2.3999999999999986,1.130392156862745,1.3355652899457655,3.669724770642202,4.840913527230138,30.23255813953488,31.469569520039585,103.77890580936267,95.23221903612557,4.055555555555555,0.09316239316239372,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
